Title,Author,ISBN,Genre,Description,CoverUrl,RentalPrice,Copies
"The Sword of Summer","Rick Riordan",9789000344,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/13012106-L.jpg,2.99,3
"The Son of Neptune","Rick Riordan",9780141335,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/13012024-L.jpg,4.99,1
"The Hero and the Crown","Robin McKinley",9781439522,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/6987328-L.jpg,3.99,3
"Ella Enchanted","Gail Carson Levine",9787530730,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/50323-L.jpg,4.99,4
"Muminpappans bravader / Muminpappans memoarer","Tove Jansson",9780380416,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/101272-L.jpg,1.99,3
"The Fires of Heaven","Robert Jordan",9024554039,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/603821-L.jpg,3.99,3
"Dirk Gently’s Holistic Detective Agency","Douglas Adams",8807700735,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/11465456-L.jpg,9.99,1
"The Minpins","Roald Dahl",9788437266,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9159014-L.jpg,2.99,7
"The Brick Moon and Other Stories","Edward Everett Hale",0876360126,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/2977005-L.jpg,4.99,4
"The Woggle-Bug book (1905)","L. Frank Baum",0820113085,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/4432242-L.jpg,5.99,6
"Harry Potter and the Cursed Child","Jack Thorne",9780751565,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8763851-L.jpg,2.99,2
"Pippi Langstrump i Söderhavet","Astrid Lindgren",9021617870,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/1026569-L.jpg,5.99,3
"Crossroads of Twilight","Robert Jordan",9783492285,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/604208-L.jpg,3.99,1
"How to train your dragon","Cressida Cowell",8467505036,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/190086-L.jpg,2.99,4
"A Crown of Swords (The Wheel of Time, Book 7)","Robert Jordan",9024555388,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/10293497-L.jpg,3.99,1
"Witch Week","Diana Wynne Jones",9788884513,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/7491-L.jpg,9.99,1
"A Court of Thorns and Roses","Sarah J. Maas",9781635575,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8738585-L.jpg,3.99,2
"Saving the World and Other Extreme Sports","James Patterson",9781455530,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/6450803-L.jpg,7.99,7
"Dragons of Spring Dawning","Margaret Weis",9780786930,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14119369-L.jpg,4.99,2
"Tintenblut","Cornelia Funke",9780439936,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/4918575-L.jpg,2.99,7
"Greenwitch (The Dark Is Rising #3)","Susan Cooper",9781849412,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/101366-L.jpg,4.99,2
"Watchmen","Alan Moore",9780446386,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/7774899-L.jpg,4.99,2
"Nation","Terry Pratchett",9783442474,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14645691-L.jpg,3.99,2
"Rising Storm","Erin Hunter",0060000058,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/10859048-L.jpg,4.99,3
"The Amulet of Samarkand","Jonathan Stroud",2226143319,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14369347-L.jpg,1.99,2
"Skulduggery Pleasant","Derek Landy",9781445819,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/48006-L.jpg,5.99,2
"Reckless","Cornelia Funke",9785389068,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/6584083-L.jpg,5.99,1
"The Magician's Elephant","Kate DiCamillo",9788427901,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/6283667-L.jpg,1.99,3
"Nacht van inkt","Cornelia Funke",9780545093,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9781906-L.jpg,4.99,2
"Ostatnie Życzenie","Andrzej Sapkowski",8370540619,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/7360819-L.jpg,7.99,2
"Beyond the Deepwoods","Paul Stewart",9755094679,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/244428-L.jpg,9.99,2
"Mariel of Redwall","Brian Jacques",9780441006,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9088859-L.jpg,2.99,14
"Mossflower","Brian Jacques",9020620703,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/234848-L.jpg,3.99,3
"Fire and Ice","Erin Hunter",0007217889,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/27365-L.jpg,1.99,3
"Elantris","Brandon Sanderson",9780765381,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14658083-L.jpg,4.99,1
"Magic Kingdom For Sale/Sold!","Terry Brooks",0708882072,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/908848-L.jpg,9.99,1
"Abhorsen","Garth Nix",0060278250,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/31567-L.jpg,5.99,2
"Six of Crows","Leigh Bardugo",9781250777,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/12667417-L.jpg,3.99,3
"Beelzebub's tales to his grandson","Georges Ivanovitch Gurdjieff",0525473483,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/850347-L.jpg,9.99,2
"Only You Can Save Mankind","Terry Pratchett",9789944695,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/10561230-L.jpg,2.99,1
"Quidditch Through the Ages","J.K. Rowling",0439334640,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8273320-L.jpg,1.99,2
"The Wind Singer","William Nicholson",0754078795,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/5081465-L.jpg,2.99,1
"Pillars of Creation","Terry Goodkind",9782298016,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/3268824-L.jpg,2.99,1
"Thief of Time","Terry Pratchett",2841723135,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14646130-L.jpg,4.99,3
"Farlig midsommar","Tove Jansson",9780374350,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8783142-L.jpg,4.99,3
"Dragons of Autumn Twilight","Margaret Weis",9789024550,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/676933-L.jpg,2.99,6
"The Path of Daggers","Robert Jordan",9789866712,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/182462-L.jpg,4.99,2
"Going Postal","Terry Pratchett",0060502932,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14646992-L.jpg,2.99,3
"The mouse and his child","Russell Hoban",9780571307,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/275772-L.jpg,1.99,3
"Truckers","Terry Pratchett",9788448725,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14646146-L.jpg,4.99,1
"Fox in Socks","Dr. Seuss",0583324193,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8832133-L.jpg,9.99,2
"Swords and Deviltry","Fritz Leiber",9780441791,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/6454202-L.jpg,3.99,3
"The Spiderwick Chronicles","Tony DiTerlizzi",8466612793,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/13772765-L.jpg,9.99,2
"Gregor and the Prophecy of Bane","Suzanne Collins",9783789132,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/12873409-L.jpg,3.99,3
"Mary Poppins comes back","P. L. Travers",0152017194,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8369223-L.jpg,9.99,5
"Winter's Heart","Robert Jordan",1857239849,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/5021142-L.jpg,9.99,1
"Swords Against Death","Fritz Leiber",0441791549,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/477766-L.jpg,4.99,1
"The Princess Bride","William Goldman",0747545189,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9284881-L.jpg,7.99,1
"Lord of Chaos","Robert Jordan",0312854285,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/182398-L.jpg,3.99,1
"Jacob Two-Two Meets the Hooded Fang","Mordecai Richler",0770418031,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/3905238-L.jpg,2.99,2
"Throne of Glass","Sarah J. Maas",9788377478,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/13312488-L.jpg,3.99,3
"Silver on the Tree (The Dark Is Rising #5)","Susan Cooper",9780965018,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/433452-L.jpg,9.99,1
"Gregor and the Curse of the Warmbloods","Suzanne Collins",9786054456,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8345962-L.jpg,7.99,1
"Knife of Dreams","Robert Jordan",9024558700,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/871816-L.jpg,2.99,6
"Soul of the Fire","Terry Goodkind",9780312890,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/1006274-L.jpg,3.99,3
"The Golem's Eye","Jonathan Stroud",9050006582,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9508808-L.jpg,4.99,6
"The Magicians of Caprona","Diana Wynne Jones",8575090593,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/25493-L.jpg,3.99,2
"Tehanu (The Earthsea Cycle, Book 4)","Ursula K. Le Guin",0689315953,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/3347790-L.jpg,9.99,6
"Mister Monday (The Keys to the Kingdom, Book 1)","Garth Nix",9022538354,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8349916-L.jpg,7.99,3
"Dragonsinger","Anne McCaffrey",9783453307,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/437864-L.jpg,7.99,2
"The Lives of Christopher Chant","Diana Wynne Jones",9782070583,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/25491-L.jpg,2.99,1
"A Dangerous Path","Erin Hunter",9780060525,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/10859059-L.jpg,4.99,2
"The Darkest Hour","Erin Hunter",9788498385,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/8761300-L.jpg,4.99,11
"Shadow and Bone","Leigh Bardugo",9786555352,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/13816048-L.jpg,5.99,1
"I Took the Moon for a Walk","Carolyn Curtis",9781782853,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/885974-L.jpg,2.99,2
"The Outsider","Stephen King",9782226435,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/11412999-L.jpg,2.99,3
"Mary Poppins in the Park","P. L. Travers",0140316531,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/7093-L.jpg,2.99,2
"Assassin's Apprentice","Robin Hobb",7810365681,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/4915230-L.jpg,3.99,2
"Lirael Daughter of the Clayr","Garth Nix",0060005424,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/24529-L.jpg,1.99,2
"Angel Island","Inez Haynes Gillmore",0452262003,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/4057207-L.jpg,4.99,2
"Marlfox","Brian Jacques",0441006930,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/3016802-L.jpg,3.99,4
"The Way of Kings","Brandon Sanderson",9783453317,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14658316-L.jpg,2.99,1
"Dance of the Gods","Nora Roberts",0749908017,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/319516-L.jpg,3.99,3
"Artemis Fowl and the Time Paradox","Eoin Colfer",9780141339,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/9650739-L.jpg,3.99,2
"Swords in the Mist","Fritz Leiber",0441791883,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/14192616-L.jpg,3.99,1
"Hyperion","Dan Simmons",2266064770,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/380332-L.jpg,2.99,1
"The Taggerung","Brian Jacques",0399237208,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/3016803-L.jpg,3.99,4
"The Spiderwick Chronicles","Tony DiTerlizzi",8466612807,"Fantasy","A book about fantasy.",https://covers.openlibrary.org/b/id/437783-L.jpg,2.99,15
"Vingt mille lieues sous les mers","Jules Verne",0665774982,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/6573517-L.jpg,2.99,2
"Fahrenheit 451","Ray Bradbury",7536671490,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12993656-L.jpg,1.99,7
"Мы","Евгений Иванович Замятин",5270006723,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/5484189-L.jpg,5.99,11
"Thuvia, Maid of Mars","Edgar Rice Burroughs",1576466221,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/284442-L.jpg,3.99,1
"Voyage au Centre de la Terre","Jules Verne",2013211457,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/5890987-L.jpg,1.99,1
"The Beasts of Tarzan (Classic Ace SF, F-203)","Edgar Rice Burroughs",0345258320,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/2421421-L.jpg,7.99,1
"The Handmaid's Tale","Margaret Atwood",9782221203,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/8231851-L.jpg,3.99,3
"The Hunger Games","Suzanne Collins",9788427208,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12646537-L.jpg,7.99,4
"A Clockwork Orange","Anthony Burgess",9781856132,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/13151224-L.jpg,9.99,3
"Slaughterhouse-Five","Kurt Vonnegut",9789731249,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12727001-L.jpg,4.99,1
"The Hitch Hiker's Guide to the Galaxy","Douglas Adams",3453146972,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12986869-L.jpg,3.99,2
"2001","Arthur C. Clarke",2277123498,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/11344400-L.jpg,2.99,3
"Little Fuzzy","H. Beam Piper",9781523332,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/1591936-L.jpg,1.99,3
"Charlie and the Great Glass Elevator","Roald Dahl",5353018117,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/7893583-L.jpg,9.99,18
"The Giver","Lois Lowry",9575358155,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/8352502-L.jpg,2.99,1
"Foundation","Isaac Asimov",9788960177,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/14612610-L.jpg,2.99,3
"Jurassic Park","Michael Crichton",2221070224,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12882940-L.jpg,9.99,3
"Deception Point","Dan Brown",9789584261,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/14553479-L.jpg,4.99,1
"The Time Traders","Andre Norton",0671318292,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/8311641-L.jpg,4.99,7
"Do Androids Dream of Electric Sheep?","Philip K. Dick",0345350472,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/207515-L.jpg,7.99,2
"The Blind Assassin","Margaret Atwood",9782264072,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/11041760-L.jpg,4.99,14
"The Dead Zone","Stephen King",9782709603,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/14653991-L.jpg,1.99,3
"Divergent","Veronica Roth",9789174994,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/13274634-L.jpg,7.99,6
"La casa verde","Mario Vargas Llosa",0380012332,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/4927546-L.jpg,9.99,6
"The Man in the High Castle","Philip K. Dick",9782290082,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/420452-L.jpg,3.99,4
"The Stand","Stephen King",8401498961,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/9255992-L.jpg,5.99,3
"Foundation and Empire","Isaac Asimov",2070415716,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/9300695-L.jpg,1.99,1
"Stranger in a Strange Land","Robert A. Heinlein",9780425017,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/14630668-L.jpg,7.99,3
"Second Foundation","Isaac Asimov",2070416119,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/9261324-L.jpg,1.99,5
"Flowers for Algernon","Daniel Keyes",8434852748,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12947700-L.jpg,2.99,5
"Star Maker","Olaf Stapledon",0140035419,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/911107-L.jpg,7.99,3
"Firestarter","Stephen King",9789021014,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12015446-L.jpg,2.99,3
"Solaris","Stanisław Lem",0425033805,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/12313764-L.jpg,7.99,1
"Válka s mloky","Karel Čapek",9781515137,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/4113422-L.jpg,2.99,1
"Last and First Men","Olaf Stapledon",0874774713,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/911106-L.jpg,4.99,6
"Childhood’s End","Arthur C. Clarke",9781439557,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/210200-L.jpg,9.99,3
"The Martian","Andy Weir",9788328703,"Science Fiction","A book about science fiction.",https://covers.openlibrary.org/b/id/11447888-L.jpg,3.99,3
